Date,Method,Calgary,Edmonton,Halifax,Montreal,Ottawa,Toronto,Vancouver
Jan-13,driving,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Jan-14,driving,101.94,102.98,103.18,101.01,104.33,105.38,101.21
Jan-15,driving,100.5,104.72,110.38,106.71,104.19,102.42,73.72
Jan-16,driving,103.28,111.86,101.15,110.64,105.64,107.2,85.84
Jan-17,driving,113.39,129.58,120.01,117.82,118.39,122.11,105.74
Jan-18,driving,107.23,120.51,123.36,100.38,96.45,86.03,97.94
Jan-19,driving,80.72,85.96,61.43,73.03,75.69,78.09,80.17
Jan-20,driving,100.75,108.93,98.74,99.49,97.49,101.53,103.84
Jan-21,driving,104.51,113.75,104.46,100.45,100.35,101.79,107.72
Jan-22,driving,106.57,121.92,108.96,107.09,105.79,104.59,108.64
Jan-23,driving,107.43,117.68,114.64,108.45,107.11,105.81,112.85
Jan-24,driving,122.12,129.97,125.33,123.73,121.44,120.86,120.85
Jan-25,driving,114.36,125.58,126.22,107.93,99.75,106.37,108.37
Jan-26,driving,79.77,88.11,82.63,76.21,77.28,78.9,85.8
Jan-27,driving,96.35,102.72,98.93,95.66,94.92,94.06,96.92
Jan-28,driving,102.95,109.13,104.4,98.5,104.58,99.4,98.68
Jan-29,driving,103.61,114.16,102.8,100.67,103.6,101.89,99.32
Jan-30,driving,107.49,115.33,107.29,104.35,105.33,104.53,103.07
Jan-31,driving,126.67,132.69,128.54,120.42,129.08,120.54,118.83
Feb-01,driving,111.52,119.02,114.83,110.1,119.84,109.83,108.66
Feb-02,driving,80.58,88.71,78.25,83.64,86.99,77.15,81.01
Feb-03,driving,96.04,100.05,91.89,91.84,92.52,95.9,94.2
Feb-04,driving,102.19,106.16,99.0,97.22,98.79,99.63,86.66
Feb-05,driving,100.27,106.93,105.23,101.23,99.54,102.94,100.22
Feb-06,driving,105.3,114.13,94.75,104.56,101.21,99.53,106.86
Feb-07,driving,119.49,131.26,95.35,100.95,120.84,115.1,119.86
Feb-08,driving,112.8,127.22,120.58,102.63,116.24,107.83,114.18
Feb-09,driving,82.88,87.91,85.69,79.27,86.17,82.85,90.05
Feb-10,driving,97.51,102.48,102.34,120.77,103.28,98.57,99.1
Feb-11,driving,101.44,129.55,103.6,109.81,101.65,103.16,102.85
Feb-12,driving,103.78,118.77,95.33,109.81,106.16,104.66,106.29
Feb-13,driving,111.16,121.38,93.72,116.2,112.67,114.14,111.52
Feb-14,driving,130.28,141.73,136.14,128.24,130.02,131.44,139.86
Feb-15,driving,113.75,127.8,125.98,112.96,125.46,113.36,113.14
Feb-16,driving,90.53,99.46,96.2,89.36,103.71,93.46,98.97
Feb-17,driving,78.39,83.2,75.42,103.11,87.13,77.81,88.19
Feb-18,driving,110.56,112.69,107.85,106.67,108.77,112.68,108.41
Feb-19,driving,109.84,116.11,109.33,117.55,105.87,110.47,112.23
Feb-20,driving,115.46,117.8,114.56,111.72,113.44,118.14,114.43
Feb-21,driving,128.74,130.48,127.27,126.38,126.91,135.46,129.42
Feb-22,driving,124.68,128.72,123.97,110.69,120.03,124.75,115.94
Feb-23,driving,87.66,91.36,91.1,82.46,90.14,94.34,89.83
Feb-24,driving,97.58,101.5,101.4,98.02,99.44,100.31,98.5
Feb-25,driving,103.07,107.17,100.52,104.64,102.97,105.8,104.99
Feb-26,driving,103.35,108.94,108.68,101.59,96.26,95.55,106.61
Feb-27,driving,108.2,116.57,101.72,99.23,85.56,101.35,107.42
Feb-28,driving,124.83,138.37,131.9,123.5,126.16,121.95,127.04
Feb-29,driving,119.33,133.63,136.32,107.55,117.3,115.09,121.64
Mar-01,driving,86.58,96.32,93.34,83.46,87.16,86.44,91.03
Mar-02,driving,97.43,104.57,108.71,101.0,99.58,102.49,100.43
Mar-03,driving,103.94,108.45,112.6,106.11,108.64,112.25,102.7
Mar-04,driving,106.58,109.35,114.42,106.48,108.05,110.69,110.2
Mar-05,driving,106.94,111.38,119.48,114.17,112.76,117.3,109.35
Mar-06,driving,122.52,132.41,133.63,113.17,119.61,118.02,125.79
Mar-07,driving,107.91,125.01,110.26,102.71,113.63,113.84,111.07
Mar-08,driving,80.53,86.51,91.6,80.61,84.87,89.61,89.67
Mar-09,driving,93.64,101.84,96.6,97.58,95.8,100.41,97.18
Mar-10,driving,97.91,106.45,102.75,105.89,99.37,102.48,97.44
Mar-11,driving,98.59,105.73,102.04,104.81,97.01,98.95,99.21
Mar-12,driving,93.08,102.34,103.22,101.11,93.51,96.3,94.38
Mar-13,driving,89.7,103.52,110.06,90.32,95.95,95.52,95.67
Mar-14,driving,68.69,86.52,101.3,75.02,82.05,77.54,83.21
Mar-15,driving,53.52,60.53,71.85,55.79,59.17,58.99,67.11
Mar-16,driving,62.22,71.81,76.92,65.57,60.94,67.65,72.78
Mar-17,driving,59.51,67.21,70.21,56.45,54.02,59.18,66.01
Mar-18,driving,55.21,62.02,67.45,54.53,52.93,54.83,61.53
Mar-19,driving,53.61,61.78,62.51,53.16,51.23,52.76,58.56
Mar-20,driving,59.14,67.18,59.69,51.55,52.62,52.49,61.11
Mar-21,driving,47.86,51.51,61.14,39.43,43.68,43.4,50.31
Mar-22,driving,38.06,39.22,37.36,31.66,36.59,33.22,35.53
Mar-23,driving,48.55,52.46,45.25,43.14,40.77,40.23,44.05
Mar-24,driving,44.86,51.91,36.04,40.26,41.76,41.8,43.16
Mar-25,driving,46.83,52.9,46.79,34.22,38.61,38.72,45.92
Mar-26,driving,47.52,54.07,38.66,33.66,38.29,38.27,42.29
Mar-27,driving,54.27,61.58,50.08,37.73,44.67,42.98,46.72
Mar-28,driving,42.59,45.84,44.25,30.04,36.14,33.08,38.28
Mar-29,driving,36.5,36.84,36.81,23.16,27.13,29.21,36.44
Mar-30,driving,43.26,51.2,46.0,31.15,38.7,37.13,42.91
Mar-31,driving,44.48,48.69,43.38,34.41,42.64,38.83,46.19
Apr-01,driving,45.8,52.83,44.22,33.81,41.5,40.44,46.31
Apr-02,driving,46.14,51.03,42.0,32.0,40.84,40.35,44.62
Apr-03,driving,51.63,59.27,53.83,34.51,43.6,42.83,50.64
Apr-04,driving,45.39,47.95,45.0,30.56,37.76,35.54,43.59
Apr-05,driving,34.11,37.05,35.94,22.39,29.73,29.32,38.19
Apr-06,driving,47.34,52.35,46.92,32.82,40.23,38.66,47.09
Apr-07,driving,46.7,53.32,45.86,32.93,40.69,38.99,47.94
Apr-08,driving,50.93,56.64,52.34,33.43,41.96,41.18,50.6
Apr-09,driving,62.27,66.91,59.5,33.68,45.73,45.08,56.21
Apr-10,driving,46.72,53.84,39.46,33.19,35.87,32.74,48.02
Apr-11,driving,45.34,52.79,48.11,31.06,41.97,38.54,47.55
